question,top_0,top_1,top_2,top_3,top_4,SQL Query,ground_truth,execution_time,ground_truth_validity
What percent of Florida's economy is the Petroleum and coal products industry in 2022?,"[""What percent of Illinois's economy is the Petroleum and coal products manufacturing industry in 2022?"", 0.9008336974507263]","[""What percent of Colorado's economy is the Insurance carriers and related activities industry in 2022?"", 0.8506745099414693]","[""What percent of Michigan's economy is the Fabricated metal products industry in 2022?"", 0.8279418452411994]","[""What percent of Tennessee's economy is the Electronic equipment and instruments industry in 2022?"", 0.8245809530215934]","['What percent of employees quit their jobs in the Leisure and hospitality industry in December 2022?', 0.784317299998164]","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Florida' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Florida' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Petroleum and coal products manufacturing' AND gdpindustry.measurement_name = 'Real GDP by state'","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Florida' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Florida' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Petroleum and coal products' AND gdpindustry.measurement_name = 'Real GDP by state'",14.61952200900123,True
What percent of Illinois's economy is the Petroleum and coal products manufacturing industry in 2022?,"[""What percent of Florida's economy is the Petroleum and coal products industry in 2022?"", 0.8976624530849595]","[""What percent of Michigan's economy is the Fabricated metal products industry in 2022?"", 0.8416414620612594]","[""What percent of Colorado's economy is the Insurance carriers and related activities industry in 2022?"", 0.8402384638578481]","[""What percent of Tennessee's economy is the Electronic equipment and instruments industry in 2022?"", 0.8353042544655774]","['What percent of employees quit their jobs in the Nondurable goods manufacturing industry in March 2017?', 0.7893234679693067]","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Illinois' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Illinois' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Petroleum and coal products manufacturing' AND gdpindustry.measurement_name = 'Real GDP by state'","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Illinois' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Illinois' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Petroleum and coal products manufacturing' AND gdpindustry.measurement_name = 'Real GDP by state'",14.405312123999465,True
What percent of Colorado's economy is the Insurance carriers and related activities industry in 2022?,"[""What percent of Florida's economy is the Petroleum and coal products industry in 2022?"", 0.8494740569371568]","[""What percent of Illinois's economy is the Petroleum and coal products manufacturing industry in 2022?"", 0.8404610999862652]","[""What percent of Tennessee's economy is the Electronic equipment and instruments industry in 2022?"", 0.8050831251419318]","[""What percent of Michigan's economy is the Fabricated metal products industry in 2022?"", 0.8016600340483704]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.7966109683070104]","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Colorado' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Colorado' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Insurance carriers and related activities' AND gdpindustry.measurement_name = 'Real GDP by state'","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Colorado' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Colorado' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Insurance carriers and related activities' AND gdpindustry.measurement_name = 'Real GDP by state'",9.069467404002353,True
What percent of Michigan's economy is the Fabricated metal products industry in 2022?,"[""What percent of Illinois's economy is the Petroleum and coal products manufacturing industry in 2022?"", 0.8539687398673181]","[""What percent of Tennessee's economy is the Electronic equipment and instruments industry in 2022?"", 0.8430715597558578]","[""What percent of Florida's economy is the Petroleum and coal products industry in 2022?"", 0.8366402294061721]","[""What percent of Colorado's economy is the Insurance carriers and related activities industry in 2022?"", 0.8160260140677627]","['What was the GDP of Michigan in 2013?', 0.8119776109561242]","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Michigan' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Michigan' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Fabricated metal products' AND gdpindustry.measurement_name = 'Real GDP by state'","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Michigan' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Michigan' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Fabricated metal products' AND gdpindustry.measurement_name = 'Real GDP by state'",19.848198261002835,True
What percent of Tennessee's economy is the Electronic equipment and instruments industry in 2022?,"[""What percent of Illinois's economy is the Petroleum and coal products manufacturing industry in 2022?"", 0.8310344655662208]","[""What percent of Michigan's economy is the Fabricated metal products industry in 2022?"", 0.8247793210383692]","[""What percent of Florida's economy is the Petroleum and coal products industry in 2022?"", 0.8164542455496986]","[""What percent of Colorado's economy is the Insurance carriers and related activities industry in 2022?"", 0.7963687153573253]","['What percent of employees quit their jobs in the Leisure and hospitality industry in December 2022?', 0.7871446858660809]","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Tennessee' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Tennessee' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Electronic equipment and instruments' AND gdpindustry.measurement_name = 'Real GDP by state'","SELECT gdpindustry.year AS year, gdptotal.value AS total_gdp, gdpindustry.value AS industry_GDP, gdpindustry.value/gdptotal.value AS industry_proportion FROM bea_gross_domestic_product_by_year AS gdptotal, bea_gross_domestic_product_by_year AS gdpindustry WHERE gdptotal.area_name = 'Tennessee' AND gdptotal.year = 2022 AND gdptotal.industry_type = 'Total' AND gdptotal.measurement_name = 'Real GDP by state' AND gdpindustry.area_name = 'Tennessee' AND gdpindustry.year = 2022 AND gdpindustry.industry_name = 'Electronic equipment and instruments' AND gdpindustry.measurement_name = 'Real GDP by state'",14.927593798001908,True
Which industries grew the most between 2010 and 2020 in Georgia?,"['What industries most impacted GDP in Georgia in 2017?', 0.8520476786021184]","['Which industries grew the most between 2010 and 2020 in Mississippi?', 0.8249887872145734]","['Which industries grew the most between 2010 and 2020 in Oklahoma?', 0.822154428821858]","['Which industries grew the most between 2010 and 2020 in Virginia?', 0.819958694998345]","['Which industries grew the most between 2010 and 2020 in New Jersey?', 0.8175040798029525]","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'Georgia' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'Georgia' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'Georgia' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'Georgia' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;",10.96590334999928,True
Which industries grew the most between 2010 and 2020 in Oklahoma?,"['Which industry contributed most to GDP growth in Oklahoma in 1973?', 0.8558842267495084]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Oklahoma?', 0.844331261607601]","['What industries most impacted GDP in Oklahoma in 1979?', 0.8340919716366794]","['Which industries grew the most between 2010 and 2020 in Georgia?', 0.831249042260328]","['Which industries grew the most between 2010 and 2020 in Mississippi?', 0.8178209446472986]","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'Oklahoma' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'Oklahoma' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'Oklahoma' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'Oklahoma' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;",16.921086549999018,True
Which industries grew the most between 2010 and 2020 in Virginia?,"['Which industry contributed most to GDP growth in Virginia in 1982?', 0.8623315686499805]","['Which industries grew the most between 2010 and 2020 in Georgia?', 0.8340803559155627]","['Which industries grew the most between 2010 and 2020 in New Jersey?', 0.8223715898876794]","['Which industries grew the most between 2010 and 2020 in Oklahoma?', 0.8059135669182211]","['Which industries grew the most between 2010 and 2020 in Mississippi?', 0.8039532690955576]","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'Virginia' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'Virginia' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'Virginia' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'Virginia' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;",13.087376471998141,True
Which industries grew the most between 2010 and 2020 in New Jersey?,"['Which industries grew the most between 2010 and 2020 in Georgia?', 0.8264471864721845]","['Which industries grew the most between 2010 and 2020 in Virginia?', 0.8187424484780963]","['Which industries grew the most between 2010 and 2020 in Mississippi?', 0.8176038508688573]","['Which industries grew the most between 2010 and 2020 in Oklahoma?', 0.8046910094513323]","['Which industry contributed most to GDP growth in Wisconsin in 1964?', 0.8027184663670758]","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'New Jersey' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'New Jersey' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'New Jersey' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'New Jersey' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;",15.827805483000702,True
Which industries grew the most between 2010 and 2020 in Mississippi?,"['Which industries had the most job openings in Mississippi in 2009?', 0.8435406782073062]","['Which industries grew the most between 2010 and 2020 in Georgia?', 0.831446304687061]","['Which industries grew the most between 2010 and 2020 in Oklahoma?', 0.8174100791996025]","['Which industries grew the most between 2010 and 2020 in New Jersey?', 0.8138989095160823]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Tennessee?', 0.7981176142903399]","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'Mississippi' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'Mississippi' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;","SELECT gdp2020.industry_name, gdp2020.value AS value_2020, gdp2010.value AS value_2010, (gdp2020.value - gdp2010.value)/gdp2010.value AS gdp_percent_change FROM bea_gross_domestic_product_by_year AS gdp2020, bea_gross_domestic_product_by_year AS gdp2010 WHERE gdp2020.area_name = 'Mississippi' AND gdp2020.year = 2020 AND gdp2020.industry_type = 'Sector' AND gdp2020.measurement_name = 'Real GDP by state' AND gdp2010.area_name = 'Mississippi' AND gdp2010.year = 2010 AND gdp2010.industry_type = 'Sector' AND gdp2010.measurement_name = 'Real GDP by state' AND gdp2020.area_name = gdp2010.area_name AND gdp2020.industry_name = gdp2010.industry_name ORDER BY gdp_percent_change DESC;",13.988845055002457,True
What is the employment rate trend over the years in the US?,"['What are the GDP trends for different regions and geographic areas in the United States?', 0.8290621058034434]","['How is the US job market?', 0.8289108011127959]","['What was the unemployment rate for immigrants and native born Americans in 2018?', 0.8260969116574177]","['What was the unemployment rate in 2018?', 0.825396510321896]","['What percentage of the population is working or actively seeking work?', 0.8247512801859352]","SELECT year, AVG(value) as employment_rate 
FROM bls_labor_force_statistics 
WHERE labor_force_status = 'Employment-Population Ratio' 
AND age_group = '16 years and over' 
AND foreign_native_born = 'N/A' 
AND certification_license_status = 'N/A' 
AND children = 'N/A' 
AND class_of_worker = 'N/A' 
AND disabled_status = 'N/A' 
AND length_of_unemployment = 'N/A' 
AND level_of_education = 'All educational levels' 
AND labor_force_entrant_status = 'N/A' 
AND experience_level = 'N/A' 
AND head_of_family = 'N/A' 
AND hours_worked_bucket = 'N/A' 
AND industry_name = 'All Industries' 
AND wants_job = 'N/A' 
AND reason_looking = 'N/A' 
AND marriage_status = 'N/A' 
AND multiple_job_holder_status = 'N/A' 
AND occupation = 'All Occupations' 
AND hispanic_origin = 'All Origins' 
AND race = 'All Races' 
AND sex = 'Both Sexes' 
AND veteran_status = 'N/A' 
GROUP BY year 
ORDER BY year;","SELECT year, value FROM bls_current_employment WHERE data_type = 'ALL EMPLOYEES, THOUSANDS' AND period_name = 'Annual Average' AND industry_name = 'Total nonfarm' ORDER BY year DESC LIMIT 10;",25.71902334100014,True
What is the median annual income for the top 10 states with the highest GDP?,"['What are the salaries of the states with the highest salaries in 2022?', 0.823790423566076]","['What are the GDP trends for different regions and geographic areas in the United States?', 0.823073951768508]","['What was the GDP of Michigan in 2013?', 0.8139201677568266]","['What was GDP in Washington in 2019?', 0.810160001045052]","['What was the GDP of Utah in 2013?', 0.8096403428438445]","WITH top_gdp_states AS (
    SELECT area_name 
    FROM bea_gross_domestic_product_by_year 
    WHERE year = 2022 AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' 
    ORDER BY value DESC 
    LIMIT 10
)
SELECT bls_earnings.location_name, bls_earnings.value * 52 AS median_annual_income 
FROM bls_earnings 
JOIN top_gdp_states ON bls_earnings.location_name = top_gdp_states.area_name 
WHERE bls_earnings.year = 2022 AND bls_earnings.measure = 'Median usual weekly earnings - in current dollars (second quartile)' 
AND bls_earnings.union_status = 'N/A' AND bls_earnings.industry_name = 'All Industries' 
AND bls_earnings.occupation_name = 'All Occupations' AND bls_earnings.education = 'All educational levels' 
AND bls_earnings.age = '16 years and over' AND bls_earnings.race = 'All Races' 
AND bls_earnings.national_origin = 'All Origins' AND bls_earnings.sex = 'Both Sexes' 
AND bls_earnings.native_foreign_born = 'N/A' 
ORDER BY median_annual_income DESC;","SELECT location_name, value * 52 AS median_annual_income  FROM bls_earnings  WHERE year = (SELECT MAX(year) FROM bls_earnings)  AND measure = 'Median usual weekly earnings - in current dollars (second quartile)'  AND location_name IN (SELECT area_name FROM bea_gross_domestic_product_by_year WHERE measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND area_type = 'State' AND year = ( SELECT MAX(year) FROM bea_gross_domestic_product_by_year WHERE measurement_name = 'Real GDP by state' AND industry_type = 'Total' ) ORDER BY value DESC LIMIT 10)  AND union_status = 'N/A' AND industry_name = 'All Industries' AND occupation_name = 'All Occupations' AND education = 'All educational levels' AND age = '16 years and over' AND race = 'All Races' AND national_origin = 'All Origins' AND sex = 'Both Sexes' AND native_foreign_born = 'N/A' ORDER BY median_annual_income DESC  LIMIT 10; -- This query selects the top 10 states in terms of GDP, then calculates the median annual earnings for those states",19.972158000997297,True
